"include","l1","l2","er"
"all",1.14182389225025,1.07438462919139,1.00194823547747
"all",1.08057881313498,1.09242963605913,1.02563226395964
"all",1.04769242208439,1.12524492722722,0.980795251690797
"<50",1.14182389225025,1.07438462919139,1.00194823547747
"<50",1.08057881313498,1.09242963605913,1.02563226395964
"<50",1.04769242208439,1.12524492722722,0.980795251690797
"<10",1.14182389225025,1.07438462919139,1.00194823547747
"<10",1.08057881313498,1.09242963605913,1.02563226395964
"<10",1.04769242208439,1.12524492722722,0.980795251690797
